Name;Passport;City from;City to;Date from;Date to;Train;Seat;Cost;Card 
Сенькина Анна Ивановна;1297699354;Краснодар;Челябинск;2023-12-29 20:00:00;2024-01-03 23:00:00;453;5-70;5975;4105847343220280
Загордиева Людмила Олеговна;4476462582;Пермь;Ростов-на-Дону;2023-11-13 13:00:00;2023-11-20 16:00:00;145;5-52;2221;2216248748022525
Гуменикова Елизавета Богдановна;3791132784;Красноярск;Краснодар;2024-03-04 06:00:00;2024-03-10 16:00:00;596;2-90;5058;4377733166148862
Доронов Павел Павлович;5962964846;Самара;Волгоград;2023-10-26 15:00:00;2023-10-28 05:00:00;710;5-93;11782;2216240241832682
Беденгова Клавдия Богдановна;6926869960;Челябинск;Воронеж;2023-08-09 07:00:00;2023-08-15 10:00:00;403;3-51;3811;5469351863649378
Кугутов Владислав Виталиевич;5538142132;Пермь;Уфа;2024-02-20 02:00:00;2024-02-24 16:00:00;769;6-65;16975;2279019348340111
Нагинкин Игорь Виталиевич;3353629879;Челябинск;Новосибирск;2023-06-03 02:00:00;2023-06-08 17:00:00;413;4-99;3025;4105840670104084
Чуваткин Яков Олегович;3142464952;Пермь;Самара;2023-05-22 15:00:00;2023-05-27 09:00:00;331;10-53;3624;4377730374636582
Ежеченкова Людмила Ивановна;2263342166;Ростов-на-Дону;Челябинск;2024-03-30 15:00:00;2024-04-06 16:00:00;788;4-87;28324;4279660956164795
Валиханова Наталия Аркадьевна;3429027348;Челябинск;Самара;2023-12-03 03:00:00;2023-12-07 12:00:00;193;2-36;4353;4377732595813161
Римакова Светлана Олеговна;4942561726;Челябинск;Новосибирск;2023-06-03 02:00:00;2023-06-08 17:00:00;413;3-26;4798;5469359367592910
Хораськин Владимир Михаилович;4161645041;Волгоград;Пермь;2023-05-14 04:00:00;2023-05-17 21:00:00;597;2-45;3145;2216241718622793
Лесова Алиса Валерьевна;1170371311;Нижний Новгород;Волгоград;2023-07-29 00:00:00;2023-08-03 18:00:00;357;1-5;2302;2195397522540732
Телинова Софья Ивановна;3266561248;Пермь;Москва;2023-09-01 20:00:00;2023-09-08 00:00:00;549;10-58;4694;2279012034126539
Сеньчуков Борис Адамович;5023616905;Пермь;Казань;2024-01-06 02:00:00;2024-01-09 16:00:00;233;9-67;3342;4377735579944897
Афтаева Валентина Яковлевна;3014189164;Челябинск;Самара;2023-12-03 03:00:00;2023-12-07 12:00:00;193;9-6;4202;5213248640874886
Зорчева Елизавета Борисовна;6056031831;Пермь;Москва;2023-09-01 20:00:00;2023-09-08 00:00:00;549;9-41;5165;2279014718987168
Незымаев Станислав Антонович;7711523360;Пермь;Нижний Новгород;2023-08-29 05:00:00;2023-09-04 21:00:00;702;9-60;9095;5213241774403524
Закиреева Наталья Игоревна;6145770609;Ростов-на-Дону;Челябинск;2024-03-30 15:00:00;2024-04-06 16:00:00;788;9-22;7520;2216249070002816
Горундаева Алиса Николаевна;7376375641;Казань;Пермь;2024-04-26 14:00:00;2024-04-29 10:00:00;771;7-13;10519;2195393309083735
Рослов Иван Георгиевич;9402766397;Краснодар;Челябинск;2023-12-29 20:00:00;2024-01-03 23:00:00;453;2-88;5062;4279660809702951
Абаксина Полина Василевна;8009597671;Казань;Уфа;2024-03-03 09:00:00;2024-03-05 07:00:00;582;2-58;3381;2216245854716221
Поварская Галина Эдуардовна;5162320761;Воронеж;Самара;2023-06-13 23:00:00;2023-06-20 10:00:00;286;2-91;3788;5154295204019480
Слуянов Олег Виталиевич;6498054942;Воронеж;Самара;2023-06-13 23:00:00;2023-06-20 10:00:00;286;5-46;5911;2195390228404834
Хабирьянов Артур Данилович;1262076065;Ростов-на-Дону;Челябинск;2024-03-30 15:00:00;2024-04-06 16:00:00;788;8-93;27494;2279011724177618
Мощеветина Мария Игоревна;1918383350;Краснодар;Челябинск;2023-12-29 20:00:00;2024-01-03 23:00:00;453;10-27;3151;2279010370419509
Ганчарова Зинаида Алексеевна;9056129326;Санкт-Петербург;Екатеринбург;2023-07-29 02:00:00;2023-08-03 23:00:00;375;4-67;3212;5469359301229304
Верушкин Григорий Романович;4325396892;Челябинск;Воронеж;2023-08-09 07:00:00;2023-08-15 10:00:00;403;4-100;2236;5154298071864016
Сновский Юрий Юриевич;7163843455;Ростов-на-Дону;Челябинск;2024-03-30 15:00:00;2024-04-06 16:00:00;788;5-68;19687;4105847592213157
Цвеликов Вячеслав Евгеньевич;7838927916;Санкт-Петербург;Пермь;2024-04-30 17:00:00;2024-05-06 12:00:00;141;5-66;2931;5154294882204873
Перликов Пётр Виталиевич;6157272823;Уфа;Волгоград;2024-03-08 12:00:00;2024-03-13 12:00:00;283;3-70;4043;5154294003805858
Ордынцева Анна Дмитриевна;1227518346;Пермь;Казань;2024-01-06 02:00:00;2024-01-09 16:00:00;233;5-77;6374;5213248388891220
Носальская Яна Никитична;8269083190;Санкт-Петербург;Пермь;2024-04-30 17:00:00;2024-05-06 12:00:00;141;2-38;4188;4105847742689981
Котомова Зинаида Игоревна;6850842617;Казань;Новосибирск;2023-05-19 10:00:00;2023-05-21 14:00:00;80;2-65;2099;5213248724670412
Оглодин Ярослав Кириллович;8641816887;Пермь;Ростов-на-Дону;2023-11-13 13:00:00;2023-11-20 16:00:00;145;5-47;4836;2279015364435999
Серлова Ирина Яковлевна;4271825335;Челябинск;Новосибирск;2023-06-03 02:00:00;2023-06-08 17:00:00;413;6-99;4036;5213241057184747
Ярчинская Ксения Олеговна;9234188025;Ростов-на-Дону;Воронеж;2023-11-27 22:00:00;2023-12-02 23:00:00;138;7-84;4982;4279662550079393
Ожин Валентин Тимофеевич;2064243979;Ростов-на-Дону;Омск;2024-01-24 11:00:00;2024-01-31 08:00:00;237;8-18;4709;2216243983121521
Синяьткина София Никитична;5778640356;Самара;Волгоград;2023-10-26 15:00:00;2023-10-28 05:00:00;710;6-61;14535;4279665511774806
Лепескина Ирина Алексеевна;4504141446;Новосибирск;Нижний Новгород;2023-08-02 23:00:00;2023-08-09 18:00:00;279;10-3;3882;2279010194827531
Золомонов Антон Виталиевич;3982966257;Нижний Новгород;Уфа;2023-05-05 18:00:00;2023-05-08 02:00:00;298;5-71;4209;2279014145493467
Жердецкая Жанна Яковлевна;5113776295;Пермь;Самара;2023-05-22 15:00:00;2023-05-27 09:00:00;331;6-44;4461;2216242717464474
Каминкин Виктор Валериевич;5810484269;Пермь;Уфа;2024-02-20 02:00:00;2024-02-24 16:00:00;769;5-73;10310;4377733478298828
Барышенков Никита Валериевич;8175094135;Челябинск;Новосибирск;2023-06-03 02:00:00;2023-06-08 17:00:00;413;8-73;2742;4105841165766643
Склемин Михаил Виталиевич;7583218963;Казань;Уфа;2024-03-03 09:00:00;2024-03-05 07:00:00;582;10-76;3031;4377738682567173
Ливенцов Вадим Данилович;5574473963;Казань;Пермь;2024-04-26 14:00:00;2024-04-29 10:00:00;771;2-8;20960;4105847278943621
Смычкова Марина Валерьевна;4271925069;Санкт-Петербург;Екатеринбург;2023-07-29 02:00:00;2023-08-03 23:00:00;375;2-56;2432;2279016102162165
Холопова Инна Вадимовна;7141991772;Красноярск;Краснодар;2024-03-04 06:00:00;2024-03-10 16:00:00;596;8-63;5780;5213247081293209
Баберкина Лариса Олеговна;9714775904;Ростов-на-Дону;Воронеж;2023-11-27 22:00:00;2023-12-02 23:00:00;138;10-81;2283;2195391877854625
Сошьяков Борис Викторович;3881021434;Ростов-на-Дону;Воронеж;2023-05-12 10:00:00;2023-05-14 00:00:00;368;3-51;2252;2195390289908925
Бонокина Алена Олеговна;1060901703;Ростов-на-Дону;Воронеж;2023-05-12 10:00:00;2023-05-14 00:00:00;368;5-53;4413;2279013453960505
Жвайкин Руслан Андреевич;1905592193;Челябинск;Новосибирск;2023-06-03 02:00:00;2023-06-08 17:00:00;413;8-34;4727;5213249486463483
Папуличева Зинаида Вадимовна;6255316375;Москва;Челябинск;2023-06-14 04:00:00;2023-06-16 20:00:00;73;5-32;4249;2216249924585142
Шемелев Виктор Павлович;1978114556;Краснодар;Нижний Новгород;2023-09-25 11:00:00;2023-09-26 22:00:00;95;9-45;3899;5213247158110253
Горейнова Карина Викторовна;3734308136;Нижний Новгород;Уфа;2023-05-05 18:00:00;2023-05-08 02:00:00;298;10-99;6216;5469356849104393
Легашов Яков Олегович;2540062085;Самара;Волгоград;2023-10-26 15:00:00;2023-10-28 05:00:00;710;3-39;14578;2216245393042193
Учагина Инна Кирилловна;5822258641;Уфа;Нижний Новгород;2023-11-20 14:00:00;2023-11-26 12:00:00;467;4-95;3975;2216243954996611
Абмаев Виктор Вадимович;4103412537;Казань;Пермь;2024-04-26 14:00:00;2024-04-29 10:00:00;771;5-20;5108;5213242598694640
Кузовихина Клара Федоровна;8782049583;Уфа;Нижний Новгород;2023-11-20 14:00:00;2023-11-26 12:00:00;467;6-33;5637;4105849271312176
Шевернин Анатолий Денисович;6158021997;Пермь;Москва;2023-09-01 20:00:00;2023-09-08 00:00:00;549;9-24;5772;5213240458600388
Отарина Марина Евгеньевна;6127184674;Нижний Новгород;Уфа;2023-05-05 18:00:00;2023-05-08 02:00:00;298;2-22;3674;4105843496457867
Велесова Светлана Игоревна;8811352812;Самара;Волгоград;2023-10-26 15:00:00;2023-10-28 05:00:00;710;3-99;11223;2279010156091564
Манаеков Федор Алексиевич;3094712066;Казань;Новосибирск;2023-05-19 10:00:00;2023-05-21 14:00:00;80;9-86;4902;5213248947074736
Нарбекова Анастасия Леонидовна;5239541090;Ростов-на-Дону;Воронеж;2023-05-12 10:00:00;2023-05-14 00:00:00;368;4-46;2895;2279010528203970
Пияшова Яна Ивановна;8878263939;Уфа;Нижний Новгород;2023-11-20 14:00:00;2023-11-26 12:00:00;467;10-23;4418;2279016519230242
Податков Артур Николаевич;3088446115;Пермь;Уфа;2024-02-20 02:00:00;2024-02-24 16:00:00;769;4-71;12561;2216243398082595
Булышова Вероника Алексеевна;7248831627;Ростов-на-Дону;Челябинск;2024-03-30 15:00:00;2024-04-06 16:00:00;788;7-67;9808;4279660954406946
Иватова Оксана Егоровна;3183614416;Санкт-Петербург;Пермь;2024-04-30 17:00:00;2024-05-06 12:00:00;141;5-100;4358;5213246180679303
Павлункин Валерий Борисович;8169221083;Пермь;Ростов-на-Дону;2023-11-13 13:00:00;2023-11-20 16:00:00;145;6-50;2446;2279010205096374
Климченков Дмитрий Иванович;9189038172;Челябинск;Воронеж;2023-08-09 07:00:00;2023-08-15 10:00:00;403;6-51;2113;2279019797612233
Костющева Анастасия Егоровна;2625947121;Казань;Самара;2023-10-12 06:00:00;2023-10-15 04:00:00;238;5-92;4784;2216245191451560
Крынова Наталия Викторовна;8326206770;Санкт-Петербург;Пермь;2024-04-30 17:00:00;2024-05-06 12:00:00;141;10-27;3433;2216242347019179
Жакова Лариса Аркадьевна;5039562747;Пермь;Нижний Новгород;2023-08-29 05:00:00;2023-09-04 21:00:00;702;4-17;13133;4377733826059016
Мозылева София Петровна;8017456032;Самара;Казань;2023-05-28 18:00:00;2023-06-03 11:00:00;41;6-32;4855;2216249667707607
Кветков Альберт Алексеевич;1431393254;Краснодар;Нижний Новгород;2023-09-25 11:00:00;2023-09-26 22:00:00;95;10-84;3298;4105840744218696
Сельмов Тарас Андреевич;6905106916;Уфа;Волгоград;2024-03-08 12:00:00;2024-03-13 12:00:00;283;9-7;4167;4377739616623308
Тобратова Ирина Петровна;5868099569;Ростов-на-Дону;Челябинск;2024-03-30 15:00:00;2024-04-06 16:00:00;788;6-18;23014;2279012675573664
Кривчикова Любовь Андреевна;7910373328;Новосибирск;Нижний Новгород;2023-08-02 23:00:00;2023-08-09 18:00:00;279;2-70;3947;2216246054249863
Козельцева Валентина Василевна;8354432988;Краснодар;Челябинск;2023-12-29 20:00:00;2024-01-03 23:00:00;453;6-39;4754;2195395303932460
Силайчева Ирина Николаевна;9380906683;Уфа;Нижний Новгород;2023-11-20 14:00:00;2023-11-26 12:00:00;467;5-73;5479;2216248136007128
Пичугов Илья Денисович;2809769610;Пермь;Москва;2023-09-01 20:00:00;2023-09-08 00:00:00;549;9-6;3198;2216244618479929
Тукалякова София Борисовна;1686084503;Ростов-на-Дону;Омск;2024-01-24 11:00:00;2024-01-31 08:00:00;237;5-17;5231;4279663603345355
Назорова Любовь Егоровна;2397174464;Красноярск;Краснодар;2024-03-04 06:00:00;2024-03-10 16:00:00;596;5-30;3099;5213245013972392
Авзурагов Степан Юриевич;2305554939;Санкт-Петербург;Пермь;2024-04-30 17:00:00;2024-05-06 12:00:00;141;9-30;2135;5213243774222293
Бусаргина Раиса Олеговна;6999474463;Краснодар;Нижний Новгород;2023-09-25 11:00:00;2023-09-26 22:00:00;95;8-42;2071;2195392930962422
Мешковский Семён Евгеньевич;3484993128;Самара;Волгоград;2023-10-26 15:00:00;2023-10-28 05:00:00;710;1-54;7604;2216243591637677
Корепин Михаил Яковлевич;6941637709;Нижний Новгород;Уфа;2023-05-05 18:00:00;2023-05-08 02:00:00;298;9-85;6374;5469354648650105
Вдовицина Мария Егоровна;6722232537;Красноярск;Краснодар;2024-03-04 06:00:00;2024-03-10 16:00:00;596;5-19;5622;5469355165345837
Болаханова Софья Ивановна;4876500544;Ростов-на-Дону;Воронеж;2023-05-12 10:00:00;2023-05-14 00:00:00;368;8-13;2264;4105843018029057
Ницлавский Ярослав Иванович;9924860115;Краснодар;Нижний Новгород;2023-09-25 11:00:00;2023-09-26 22:00:00;95;9-21;4471;5154299381263469
Антуфьева Светлана Леонидовна;4642571023;Челябинск;Самара;2023-12-03 03:00:00;2023-12-07 12:00:00;193;3-86;4210;5469350864071808
Тередбенин Илья Юрьевич;6922290884;Красноярск;Краснодар;2024-03-04 06:00:00;2024-03-10 16:00:00;596;2-3;4523;4377735691663423
Курихин Степан Иванович;4112482944;Пермь;Самара;2023-05-22 15:00:00;2023-05-27 09:00:00;331;7-22;4873;4377738055856114
Карабасова Любовь Ивановна;1147498842;Красноярск;Краснодар;2024-03-04 06:00:00;2024-03-10 16:00:00;596;6-99;5929;5154292389410605
Секерский Алексей Сергеевич;8113308646;Краснодар;Челябинск;2023-12-29 20:00:00;2024-01-03 23:00:00;453;3-92;6251;2216246310856448
Будцова Клавдия Аркадьевна;9502182719;Челябинск;Новосибирск;2023-06-03 02:00:00;2023-06-08 17:00:00;413;5-44;2491;4105847851232458
Арятиков Денис Антонович;9167108527;Уфа;Волгоград;2024-03-08 12:00:00;2024-03-13 12:00:00;283;4-87;3897;2216248092450917
Старкова Валентина Богдановна;1781611470;Челябинск;Воронеж;2023-08-09 07:00:00;2023-08-15 10:00:00;403;5-12;4255;4105845321528547
Геранчев Юрий Алексиевич;3455092557;Пермь;Нижний Новгород;2023-08-29 05:00:00;2023-09-04 21:00:00;702;10-16;12665;5154294519405541
Талабузин Михаил Фёдорович;4302465008;Новосибирск;Нижний Новгород;2023-08-02 23:00:00;2023-08-09 18:00:00;279;8-99;3345;5469355778824300
Поминов Руслан Алексеевич;5671760328;Пермь;Казань;2024-01-06 02:00:00;2024-01-09 16:00:00;233;9-36;4541;2279010724620900
Кичайкин Вячеслав Валериевич;1328522322;Нижний Новгород;Волгоград;2023-07-29 00:00:00;2023-08-03 18:00:00;357;6-85;2027;5469354841819596
Буйников Пётр Данилович;7104961861;Волгоград;Пермь;2023-05-14 04:00:00;2023-05-17 21:00:00;597;6-73;5045;2216242877859792
Тупиков Аркадий Борисович;4632441262;Пермь;Казань;2024-01-06 02:00:00;2024-01-09 16:00:00;233;10-61;5578;2279011516763915
Костюнин Илья Аркадиевич;7330732944;Красноярск;Краснодар;2024-03-04 06:00:00;2024-03-10 16:00:00;596;9-27;3416;4377731154168331
Абазова Катерина Аркадьевна;3371810082;Челябинск;Самара;2023-12-03 03:00:00;2023-12-07 12:00:00;193;2-32;6181;2279015920074668
Жухлистов Артур Валериевич;7748980668;Волгоград;Пермь;2023-05-14 04:00:00;2023-05-17 21:00:00;597;6-84;5927;5469352110887573
Телейнева Людмила Дмитриевна;4837949987;Пермь;Уфа;2024-02-20 02:00:00;2024-02-24 16:00:00;769;10-21;26637;2216246746470877
Заносов Юрий Николаевич;9018742584;Санкт-Петербург;Екатеринбург;2023-07-29 02:00:00;2023-08-03 23:00:00;375;3-39;3987;2216241420432426
Выносова Евгения Сергеевна;5332827567;Пермь;Казань;2024-01-06 02:00:00;2024-01-09 16:00:00;233;8-61;5722;2195395150983904
Помыканов Виталий Евгеньевич;8340896501;Пермь;Нижний Новгород;2023-08-29 05:00:00;2023-09-04 21:00:00;702;1-94;10310;5154298231284341
Хантыгов Виктор Василиевич;5590275699;Самара;Казань;2023-05-28 18:00:00;2023-06-03 11:00:00;41;5-81;3891;5469355039017429
Грудцина Анастасия Викторовна;8693964245;Уфа;Нижний Новгород;2023-11-20 14:00:00;2023-11-26 12:00:00;467;8-69;3620;2216247530003201
Лошакин Федор Яковлевич;1572598052;Казань;Новосибирск;2023-05-19 10:00:00;2023-05-21 14:00:00;80;8-26;3772;2216243869715614
Щипахина Виолетта Богдановна;1961763754;Новосибирск;Нижний Новгород;2023-08-02 23:00:00;2023-08-09 18:00:00;279;4-80;3135;5213245085802963
Акатушев Ярослав Алексеевич;7451711910;Ростов-на-Дону;Омск;2024-01-24 11:00:00;2024-01-31 08:00:00;237;1-98;6262;5154296859842600
Тинькова Ксения Леонидовна;3526410514;Челябинск;Воронеж;2023-08-09 07:00:00;2023-08-15 10:00:00;403;8-19;3374;4377731501774413
Моржухин Владислав Павлович;3084428791;Санкт-Петербург;Екатеринбург;2023-07-29 02:00:00;2023-08-03 23:00:00;375;7-58;2586;5213248474491740
Сумбуров Антон Иванович;1133434995;Санкт-Петербург;Пермь;2024-04-30 17:00:00;2024-05-06 12:00:00;141;6-31;3715;4377733517707567
Кривихин Яков Алексиевич;6925639665;Пермь;Самара;2023-05-22 15:00:00;2023-05-27 09:00:00;331;8-33;3503;2216240425700309
Торейкин Яков Валериевич;2585032178;Пермь;Уфа;2024-02-20 02:00:00;2024-02-24 16:00:00;769;6-19;7350;5154297664938258
Щанькин Роман Адамович;5993076305;Казань;Пермь;2024-04-26 14:00:00;2024-04-29 10:00:00;771;1-5;20739;4377737142597152
Грепорова Валентина Борисовна;6769693615;Краснодар;Челябинск;2023-12-29 20:00:00;2024-01-03 23:00:00;453;8-80;5191;5213242509084589
Шилявская Кристина Федоровна;6003963610;Самара;Новосибирск;2024-01-25 21:00:00;2024-01-30 15:00:00;402;5-99;3161;4377738483988630
Луговцев Геннадий Сергеевич;3060151858;Нижний Новгород;Волгоград;2023-07-29 00:00:00;2023-08-03 18:00:00;357;4-61;2497;4377732698005963
Хрупкина Елена Дмитриевна;8270351561;Казань;Пермь;2024-04-26 14:00:00;2024-04-29 10:00:00;771;6-76;13632;4279665790711749
Чарнявский Валентин Павлович;6121625475;Волгоград;Пермь;2023-05-14 04:00:00;2023-05-17 21:00:00;597;1-26;3796;2216240390062200
Базарбаев Федор Борисович;7004588997;Нижний Новгород;Волгоград;2023-07-29 00:00:00;2023-08-03 18:00:00;357;9-82;4854;4377734856510154
Михуткина Ольга Дмитриевна;8396535974;Казань;Самара;2023-10-12 06:00:00;2023-10-15 04:00:00;238;8-14;5226;5469357789386502
Титеев Яков Максимович;8113945794;Нижний Новгород;Волгоград;2023-07-29 00:00:00;2023-08-03 18:00:00;357;3-10;3893;5213249904138235
Занфиров Виктор Тимофеевич;5545503635;Челябинск;Новосибирск;2023-06-03 02:00:00;2023-06-08 17:00:00;413;1-21;2986;5213241552681677
Сычикова Яна Валерьевна;5025842862;Москва;Челябинск;2023-06-14 04:00:00;2023-06-16 20:00:00;73;6-23;4472;4377739621565435
Бахтемова Виолетта Петровна;4383070747;Казань;Пермь;2024-04-26 14:00:00;2024-04-29 10:00:00;771;4-42;9508;2279013675553124
Кузяина Зинаида Яковлевна;1850141896;Самара;Казань;2023-05-28 18:00:00;2023-06-03 11:00:00;41;7-94;2562;2216246958900915
Юденков Алексей Аркадиевич;1708637066;Санкт-Петербург;Пермь;2024-04-30 17:00:00;2024-05-06 12:00:00;141;10-95;2174;4377734985138604
Гвольнова Марина Максимовна;8202570711;Уфа;Волгоград;2024-03-08 12:00:00;2024-03-13 12:00:00;283;3-73;3123;2279016139809706
Кашкадова Жанна Богдановна;6720708279;Самара;Волгоград;2023-10-26 15:00:00;2023-10-28 05:00:00;710;2-52;6117;4377736111159619
Тесемкина Тамара Василевна;8607463186;Пермь;Нижний Новгород;2023-08-29 05:00:00;2023-09-04 21:00:00;702;8-48;8715;2195396812316904
Маклянская Кристина Яковлевна;3761095307;Нижний Новгород;Уфа;2023-05-05 18:00:00;2023-05-08 02:00:00;298;3-100;5700;2195398597795841
Божилкина Ева Максимовна;2102562253;Пермь;Казань;2024-01-06 02:00:00;2024-01-09 16:00:00;233;7-61;4094;5213247395004751
Каратышев Борис Романович;4720766490;Челябинск;Новосибирск;2023-06-03 02:00:00;2023-06-08 17:00:00;413;4-45;4087;2195394921261192
Дрожжев Илья Петрович;5474333698;Воронеж;Самара;2023-06-13 23:00:00;2023-06-20 10:00:00;286;3-36;5108;5213240462562199
Шишулина Елизавета Михайловна;7299421583;Казань;Новосибирск;2023-05-19 10:00:00;2023-05-21 14:00:00;80;7-23;2186;2195394070233500
Имханицкий Станислав Адамович;9146273265;Челябинск;Воронеж;2023-08-09 07:00:00;2023-08-15 10:00:00;403;6-73;2970;5213244483400377
Тарновская Виктория Алексеевна;3886324566;Воронеж;Самара;2023-06-13 23:00:00;2023-06-20 10:00:00;286;8-84;3765;2216244750179758
Ломзикова Кристина Сергеевна;6223099006;Челябинск;Воронеж;2023-08-09 07:00:00;2023-08-15 10:00:00;403;8-27;4673;2216249265323184
Кокеев Владимир Николаевич;5182489247;Казань;Пермь;2024-05-01 17:00:00;2024-05-04 22:00:00;144;10-89;3123;5469355484398527
Сантурова Мария Андреевна;7487702158;Челябинск;Воронеж;2023-08-09 07:00:00;2023-08-15 10:00:00;403;6-98;4170;2216244066907908
Бизикин Юрий Павлович;9735783482;Красноярск;Краснодар;2024-03-04 06:00:00;2024-03-10 16:00:00;596;6-95;3927;4279661535549299
Шиндякова Ирина Ивановна;9683509748;Ростов-на-Дону;Воронеж;2023-11-27 22:00:00;2023-12-02 23:00:00;138;6-60;4587;2195396146960807
Треков Алексей Виталиевич;5050085609;Ростов-на-Дону;Омск;2024-01-24 11:00:00;2024-01-31 08:00:00;237;7-15;4945;4377731589387665
Башекин Пётр Валериевич;8309879996;Москва;Челябинск;2023-06-14 04:00:00;2023-06-16 20:00:00;73;6-24;4367;5154294936067087
Акянова Елизавета Никитична;1306834658;Красноярск;Краснодар;2024-03-04 06:00:00;2024-03-10 16:00:00;596;10-59;4224;4105846769295519
Чекарев Артур Аркадиевич;4433194379;Казань;Пермь;2024-04-26 14:00:00;2024-04-29 10:00:00;771;6-90;11321;4377739647306780
Шмакина Валерия Олеговна;8195214328;Казань;Новосибирск;2023-05-19 10:00:00;2023-05-21 14:00:00;80;7-33;3864;2195396359028234
Сохицкая Светлана Яковлевна;3085044372;Уфа;Нижний Новгород;2023-11-20 14:00:00;2023-11-26 12:00:00;467;7-8;5113;2216244980431615
Скрядин Валентин Фёдорович;1311176024;Воронеж;Самара;2023-06-13 23:00:00;2023-06-20 10:00:00;286;7-35;5882;2279014812857693
Ранбов Ярослав Георгиевич;8596128289;Нижний Новгород;Волгоград;2023-07-29 00:00:00;2023-08-03 18:00:00;357;6-37;4985;5469356307724253
Кашлинова Галина Богдановна;1540183529;Ростов-на-Дону;Воронеж;2023-05-12 10:00:00;2023-05-14 00:00:00;368;6-61;3762;2279014014369331
Буланова Светлана Вадимовна;1723495742;Уфа;Волгоград;2024-03-08 12:00:00;2024-03-13 12:00:00;283;2-4;4983;5469351873973178
Кульников Юрий Сергеевич;6869381311;Краснодар;Челябинск;2023-12-29 20:00:00;2024-01-03 23:00:00;453;5-65;4042;2216245257911801
Пивсаев Валентин Леонидович;3496210720;Казань;Уфа;2024-03-03 09:00:00;2024-03-05 07:00:00;582;1-86;5478;4377734778135270
Горевцова Алена Олеговна;4137887835;Самара;Казань;2023-05-28 18:00:00;2023-06-03 11:00:00;41;7-35;4820;4279662614167607
Самокаев Павел Аркадиевич;6246091324;Казань;Новосибирск;2023-05-19 10:00:00;2023-05-21 14:00:00;80;1-42;2883;2216245380226977
Побываев Олег Георгиевич;2859644879;Пермь;Уфа;2024-02-20 02:00:00;2024-02-24 16:00:00;769;6-88;29686;5154298887489936
Околесов Вячеслав Вадимович;9185415399;Воронеж;Самара;2023-06-13 23:00:00;2023-06-20 10:00:00;286;4-45;3604;4279661617856473
Огуреева Елизавета Сергеевна;6379004040;Пермь;Казань;2024-01-06 02:00:00;2024-01-09 16:00:00;233;7-1;6445;5213243968385966
Пичушков Константин Валериевич;6182467963;Воронеж;Самара;2023-06-13 23:00:00;2023-06-20 10:00:00;286;4-58;4398;2195390903032021
Жадрина Яна Михайловна;1981458861;Москва;Челябинск;2023-06-14 04:00:00;2023-06-16 20:00:00;73;9-89;4125;4105840350464107
Колачиков Леонид Евгеньевич;2198417724;Пермь;Казань;2024-01-06 02:00:00;2024-01-09 16:00:00;233;4-98;3858;5213243712548487
Абзеева Алина Валерьевна;8956630290;Ростов-на-Дону;Воронеж;2023-11-27 22:00:00;2023-12-02 23:00:00;138;7-68;3217;4279660670510890
Арчикова Наталия Егоровна;9237872353;Краснодар;Челябинск;2023-12-29 20:00:00;2024-01-03 23:00:00;453;10-60;3348;4377730209827631
Юсещкова Надежда Алексеевна;2388579847;Ростов-на-Дону;Воронеж;2023-05-12 10:00:00;2023-05-14 00:00:00;368;10-45;4243;5213240189475797
Тутов Кирилл Юриевич;3976441137;Челябинск;Самара;2023-12-03 03:00:00;2023-12-07 12:00:00;193;7-44;5596;2216245891285803
Варзакова Тамара Сергеевна;9943000250;Санкт-Петербург;Пермь;2024-04-30 17:00:00;2024-05-06 12:00:00;141;8-37;3180;2195394430429089
Разинский Никита Андреевич;4490444661;Самара;Новосибирск;2024-01-25 21:00:00;2024-01-30 15:00:00;402;5-65;4060;4105847085545380
Бардеев Эдуард Аркадиевич;2882450241;Краснодар;Нижний Новгород;2023-09-25 11:00:00;2023-09-26 22:00:00;95;9-49;2983;2216242912755531
Посряков Григорий Антонович;8291992670;Самара;Казань;2023-05-28 18:00:00;2023-06-03 11:00:00;41;3-19;3936;4105841010557390
Бендюков Дмитрий Максимович;7618449085;Пермь;Москва;2023-09-01 20:00:00;2023-09-08 00:00:00;549;3-65;5067;2195399850778063
Тиморонова Раиса Вадимовна;6822393619;Нижний Новгород;Волгоград;2023-07-29 00:00:00;2023-08-03 18:00:00;357;7-86;2814;4105841297990896
Адиатулина Анастасия Эдуардовна;9071234709;Краснодар;Челябинск;2023-12-29 20:00:00;2024-01-03 23:00:00;453;8-82;4928;2216246093405475
Арпаутова Дарья Андреевна;6140398156;Ростов-на-Дону;Омск;2024-01-24 11:00:00;2024-01-31 08:00:00;237;9-94;5117;5213245509868153
Пырханова Светлана Викторовна;9771258788;Челябинск;Воронеж;2023-08-09 07:00:00;2023-08-15 10:00:00;403;4-5;2144;4279660584127270
Подрядов Андрей Михаилович;6109039388;Москва;Челябинск;2023-06-14 04:00:00;2023-06-16 20:00:00;73;1-14;4000;2195397052371302
Кафнатулин Антон Максимович;7838164965;Казань;Уфа;2024-03-03 09:00:00;2024-03-05 07:00:00;582;3-15;3874;5469350249457308
Смотрова Алёна Аркадьевна;8191702476;Волгоград;Пермь;2023-05-14 04:00:00;2023-05-17 21:00:00;597;10-75;4770;2216244840196324
Милиевский Иван Олегович;5262690647;Нижний Новгород;Волгоград;2023-07-29 00:00:00;2023-08-03 18:00:00;357;7-70;3040;2195392369732046
