Name;Passport;City from;City to;Date from;Date to;Train;Seat;Cost;Card
Котлева Виолетта Валерьевна;1807532018;Челябинск;Санкт-Петербург;2024-01-19 22:00:00;2024-01-21 16:00:00;328;2-87;4635;2279018405900036
Голянов Станислав Игоревич;8201643689;Санкт-Петербург;Челябинск;2023-06-13 06:00:00;2023-06-15 21:00:00;729;1-88;5756;4377734164743781
Сицинская Надежда Егоровна;4886275405;Казань;Екатеринбург;2024-03-01 17:00:00;2024-03-04 14:00:00;289;7-78;4356;2279019107358400
Явелова Ева Валерьевна;7047929086;Волгоград;Нижний Новгород;2023-05-11 18:00:00;2023-05-12 20:00:00;104;5-63;3344;2216241272580943
Ушанаева Алина Василевна;1160534848;Ростов-на-Дону;Казань;2023-11-19 21:00:00;2023-11-24 22:00:00;569;3-17;5311;2195399448598999
Шомесова Мария Валерьевна;5314786258;Пермь;Санкт-Петербург;2023-12-27 08:00:00;2024-01-02 07:00:00;401;5-87;4610;2279013651438524
Киршенков Альберт Иванович;8249012161;Волгоград;Новосибирск;2023-09-02 03:00:00;2023-09-06 14:00:00;456;8-18;3838;4105843385198316
Агаджанов Григорий Максимович;9734093952;Санкт-Петербург;Челябинск;2023-06-13 06:00:00;2023-06-15 21:00:00;729;4-41;6219;5213247377800011
Грибачев Тарас Антонович;6088470643;Пермь;Санкт-Петербург;2023-12-27 08:00:00;2024-01-02 07:00:00;401;6-67;4169;2195393612777288
Севастянов Роман Валериевич;7687138391;Казань;Екатеринбург;2024-03-01 17:00:00;2024-03-04 14:00:00;289;8-59;4122;2216244194729550
Яконтова Марина Егоровна;4908566007;Волгоград;Нижний Новгород;2023-05-11 18:00:00;2023-05-12 20:00:00;104;1-95;2955;2195397690613311
Кутасов Альберт Юриевич;4175591511;Екатеринбург;Воронеж;2024-01-14 13:00:00;2024-01-16 03:00:00;385;4-42;4012;2216244766134426
Заколдаева Галина Валерьевна;7364832284;Ростов-на-Дону;Омск;2024-04-01 13:00:00;2024-04-02 16:00:00;228;2-66;3312;5154299977976528
Дименина Полина Алексеевна;1022565632;Пермь;Санкт-Петербург;2023-12-27 08:00:00;2024-01-02 07:00:00;401;4-46;3782;5154293304591439
Голышкова Оксана Михайловна;9760535108;Нижний Новгород;Челябинск;2023-09-06 18:00:00;2023-09-08 22:00:00;523;3-57;3902;5213245851540356
Ворожеев Руслан Виталиевич;6947804766;Ростов-на-Дону;Казань;2023-11-19 21:00:00;2023-11-24 22:00:00;569;9-98;3145;2195397089571817
Дунякова Алёна Борисовна;3950795559;Москва;Пермь;2023-10-26 08:00:00;2023-10-29 10:00:00;197;6-29;4990;2279011748956181
Колошеина Клавдия Аркадьевна;6571396410;Краснодар;Москва;2024-04-09 20:00:00;2024-04-13 02:00:00;310;5-84;3514;2195396637626248
Чугина Елизавета Петровна;3438635977;Краснодар;Омск;2023-09-28 03:00:00;2023-09-29 06:00:00;246;4-95;4308;2216240878227573
Рендугина Екатерина Эдуардовна;5857538093;Краснодар;Москва;2024-04-09 20:00:00;2024-04-13 02:00:00;310;2-44;3618;4377739733872922
Алалина Алиса Игоревна;9428360426;Нижний Новгород;Санкт-Петербург;2024-01-10 16:00:00;2024-01-17 10:00:00;399;9-46;2975;4377734637123001
Рудыкин Роман Иванович;8051721348;Нижний Новгород;Санкт-Петербург;2024-01-10 16:00:00;2024-01-17 10:00:00;399;7-78;3315;2279016265505573
Позгарева Валерия Евгеньевна;2871353952;Краснодар;Омск;2023-09-28 03:00:00;2023-09-29 06:00:00;246;9-26;5152;2195398170679049
Евпсихеева Яна Олеговна;8956848343;Москва;Пермь;2023-10-26 08:00:00;2023-10-29 10:00:00;197;1-87;6089;2279019857459705
Налеева Алла Егоровна;7629858779;Ростов-на-Дону;Омск;2024-04-01 13:00:00;2024-04-02 16:00:00;228;3-54;5895;5213249586317788
Кашецкий Никита Иванович;3472838948;Нижний Новгород;Санкт-Петербург;2024-01-10 16:00:00;2024-01-17 10:00:00;399;10-5;3534;4279660938585400
Шилакин Павел Леонидович;8639463162;Челябинск;Санкт-Петербург;2024-01-19 22:00:00;2024-01-21 16:00:00;328;7-34;4763;2216241065225616
Глебушева Алла Олеговна;6153051662;Нижний Новгород;Челябинск;2023-09-06 18:00:00;2023-09-08 22:00:00;523;10-81;3188;2216248294235922
Атливанкин Владислав Антонович;2954682874;Ростов-на-Дону;Омск;2024-04-01 13:00:00;2024-04-02 16:00:00;228;4-35;3842;2216248931757505
Цынский Григорий Данилович;8946296350;Краснодар;Омск;2023-09-28 03:00:00;2023-09-29 06:00:00;246;5-35;4291;2279019907923799
Милиевский Анатолий Юриевич;6110128163;Москва;Пермь;2023-10-26 08:00:00;2023-10-29 10:00:00;197;10-5;6386;2279019809494616
Букарина Яна Валерьевна;3979738781;Челябинск;Санкт-Петербург;2024-01-19 22:00:00;2024-01-21 16:00:00;328;6-95;2311;4377732294383158
Фрулев Руслан Максимович;3414607188;Ростов-на-Дону;Омск;2024-04-01 13:00:00;2024-04-02 16:00:00;228;4-75;5204;4377730131559560
Гольтина Виктория Яковлевна;1495845744;Воронеж;Краснодар;2023-12-31 12:00:00;2024-01-05 08:00:00;557;7-32;5276;5154295173152643
Кувардин Кирилл Сергеевич;8090413267;Челябинск;Санкт-Петербург;2024-01-19 22:00:00;2024-01-21 16:00:00;328;3-97;4658;2195392572073802
Аферин Георгий Кириллович;3594043761;Волгоград;Нижний Новгород;2023-05-11 18:00:00;2023-05-12 20:00:00;104;4-8;3546;4377737327521910
Паулкина Алла Максимовна;5022794808;Челябинск;Санкт-Петербург;2024-01-19 22:00:00;2024-01-21 16:00:00;328;5-80;2939;2216244207328799
Анохин Руслан Фёдорович;4049862146;Волгоград;Новосибирск;2023-09-02 03:00:00;2023-09-06 14:00:00;456;7-36;3076;4377739078759491
Лисюнина Жанна Федоровна;3459124408;Волгоград;Новосибирск;2023-09-02 03:00:00;2023-09-06 14:00:00;456;7-20;6146;2279014078625039
Аганцев Михаил Алексеевич;9420423374;Волгоград;Новосибирск;2023-09-02 03:00:00;2023-09-06 14:00:00;456;8-14;5158;4377731276465712
Тимрякова Дарья Федоровна;9988594303;Ростов-на-Дону;Казань;2023-11-19 21:00:00;2023-11-24 22:00:00;569;8-19;3020;4377735087914745
Бункова Наталья Олеговна;4386963983;Волгоград;Новосибирск;2023-09-02 03:00:00;2023-09-06 14:00:00;456;8-48;3479;5213242858079299
Ляпушкина Анастасия Борисовна;2394206999;Краснодар;Омск;2023-09-28 03:00:00;2023-09-29 06:00:00;246;5-16;5327;5469350400289844
Посовина Зинаида Николаевна;7114194709;Воронеж;Краснодар;2023-12-31 12:00:00;2024-01-05 08:00:00;557;5-21;4059;5213243084262123
Лебедина Анастасия Аркадьевна;5982363198;Москва;Пермь;2023-10-26 08:00:00;2023-10-29 10:00:00;197;9-1;4838;5213240179081068
Слоева Александра Михайловна;5619867719;Ростов-на-Дону;Казань;2023-11-19 21:00:00;2023-11-24 22:00:00;569;2-85;4790;2195391745902265
Цупуров Эдуард Денисович;5526044070;Москва;Пермь;2023-10-26 08:00:00;2023-10-29 10:00:00;197;9-93;4630;4105844364936531
Жиганина Светлана Михайловна;8540104245;Воронеж;Краснодар;2023-12-31 12:00:00;2024-01-05 08:00:00;557;8-29;3414;4105848470997984
Чайкова Марина Алексеевна;5160600130;Москва;Пермь;2023-10-26 08:00:00;2023-10-29 10:00:00;197;3-3;5228;4105847242947005
Бабашенков Альберт Максимович;3546019156;Екатеринбург;Воронеж;2024-01-14 13:00:00;2024-01-16 03:00:00;385;8-4;2435;2279010360865025
Киктева Ирина Аркадьевна;3338904588;Москва;Пермь;2023-10-26 08:00:00;2023-10-29 10:00:00;197;10-89;5315;2279018191730299
Тихеев Кирилл Виталиевич;2517910017;Волгоград;Нижний Новгород;2023-05-11 18:00:00;2023-05-12 20:00:00;104;3-12;3383;5213245399506367
Шупленкова Тамара Максимовна;5389341758;Нижний Новгород;Санкт-Петербург;2024-01-10 16:00:00;2024-01-17 10:00:00;399;5-100;4139;5154291484413860
Баслинова Галина Егоровна;6946098944;Волгоград;Новосибирск;2023-09-02 03:00:00;2023-09-06 14:00:00;456;3-51;5504;4105841109377029
Шкарупская Лиза Федоровна;5223368422;Воронеж;Краснодар;2023-12-31 12:00:00;2024-01-05 08:00:00;557;10-21;4005;4105843427566412
Кармалинин Геннадий Алексиевич;5129838291;Волгоград;Нижний Новгород;2023-05-11 18:00:00;2023-05-12 20:00:00;104;3-97;3217;2279011100247394
Репренцева Дарья Эдуардовна;1151123113;Нижний Новгород;Челябинск;2023-09-06 18:00:00;2023-09-08 22:00:00;523;9-3;3354;2195391944790632
Баберская Екатерина Эдуардовна;5273339338;Нижний Новгород;Санкт-Петербург;2024-01-10 16:00:00;2024-01-17 10:00:00;399;5-56;3159;4105845445427255
Фимакин Юрий Евгеньевич;8456341196;Санкт-Петербург;Челябинск;2023-06-13 06:00:00;2023-06-15 21:00:00;729;5-31;14076;2279011815460789
Коридалин Геннадий Викторович;1836004479;Краснодар;Омск;2023-09-28 03:00:00;2023-09-29 06:00:00;246;1-52;5514;2195399725223581
Нюнина Ирина Сергеевна;5531222402;Нижний Новгород;Челябинск;2023-09-06 18:00:00;2023-09-08 22:00:00;523;1-75;5092;4105844136905071
Андрейцева Анна Сергеевна;1971174661;Волгоград;Нижний Новгород;2023-05-11 18:00:00;2023-05-12 20:00:00;104;6-89;4695;4377734304811689
Оторова Дарья Сергеевна;4869651985;Нижний Новгород;Санкт-Петербург;2024-01-10 16:00:00;2024-01-17 10:00:00;399;2-22;2844;2216248919233961
Валакин Дмитрий Игоревич;6737249606;Нижний Новгород;Челябинск;2023-09-06 18:00:00;2023-09-08 22:00:00;523;2-86;6152;4377730320999385
Абрярова Валерия Вадимовна;8682619090;Волгоград;Нижний Новгород;2023-05-11 18:00:00;2023-05-12 20:00:00;104;2-59;3083;2216248142341823
Сарыбин Геннадий Борисович;2542948847;Краснодар;Москва;2024-04-09 20:00:00;2024-04-13 02:00:00;310;3-8;3643;2216244987351863
Юфин Руслан Евгеньевич;6168091956;Санкт-Петербург;Челябинск;2023-06-13 06:00:00;2023-06-15 21:00:00;729;2-91;9587;4105842459821109
Потатуев Герасим Леонидович;4871672467;Челябинск;Санкт-Петербург;2024-01-19 22:00:00;2024-01-21 16:00:00;328;3-30;2256;5154292153326972
Гаврицкова Алёна Леонидовна;4325524021;Санкт-Петербург;Челябинск;2023-06-13 06:00:00;2023-06-15 21:00:00;729;8-53;11855;4377738199482455
Солпанова Дарья Федоровна;9836479241;Пермь;Санкт-Петербург;2023-12-27 08:00:00;2024-01-02 07:00:00;401;4-83;2574;4377734647293715
Тиндронова Людмила Олеговна;1061755871;Нижний Новгород;Санкт-Петербург;2024-01-10 16:00:00;2024-01-17 10:00:00;399;8-47;3518;2195394146109103
Теркова Дарья Викторовна;5910948756;Краснодар;Омск;2023-09-28 03:00:00;2023-09-29 06:00:00;246;10-32;5910;4279669457681466
Тотовцева Надежда Егоровна;6165162036;Нижний Новгород;Челябинск;2023-09-06 18:00:00;2023-09-08 22:00:00;523;7-7;3949;2195394923160673
Юсинов Степан Денисович;8445084343;Казань;Екатеринбург;2024-03-01 17:00:00;2024-03-04 14:00:00;289;2-81;3516;2216240060366913
Кувинова Оксана Алексеевна;4664086874;Казань;Екатеринбург;2024-03-01 17:00:00;2024-03-04 14:00:00;289;10-60;6446;2195393479230269
Швагерев Семён Иванович;3312522288;Москва;Пермь;2023-10-26 08:00:00;2023-10-29 10:00:00;197;2-62;3732;4105840615786635
Арапочкина Валентина Алексеевна;6201486360;Краснодар;Омск;2023-09-28 03:00:00;2023-09-29 06:00:00;246;9-64;4475;5154295192142441
Титченков Алексей Данилович;4459061636;Екатеринбург;Воронеж;2024-01-14 13:00:00;2024-01-16 03:00:00;385;2-24;4739;5154297580866518
Мужилов Виктор Игоревич;2679852420;Москва;Пермь;2023-10-26 08:00:00;2023-10-29 10:00:00;197;10-98;5838;2216241273520929
Талимонов Иван Кириллович;4051325108;Пермь;Санкт-Петербург;2023-12-27 08:00:00;2024-01-02 07:00:00;401;4-15;4972;5154291150283938
Вараксов Павел Леонидович;7629663341;Пермь;Санкт-Петербург;2023-12-27 08:00:00;2024-01-02 07:00:00;401;7-6;3258;2195390412940299
Черохова Анастасия Леонидовна;7441714858;Воронеж;Краснодар;2023-12-31 12:00:00;2024-01-05 08:00:00;557;2-76;4969;2279011590365552
Постоянова Любовь Олеговна;5505029980;Краснодар;Москва;2024-04-09 20:00:00;2024-04-13 02:00:00;310;3-31;2897;5469355403111696
Сарвихин Артур Юриевич;8840084869;Пермь;Санкт-Петербург;2023-12-27 08:00:00;2024-01-02 07:00:00;401;2-61;4860;4377735856418307
Валков Олег Вадимович;7450502061;Нижний Новгород;Санкт-Петербург;2024-01-10 16:00:00;2024-01-17 10:00:00;399;2-17;4760;4377731837534851
Извицков Павел Георгиевич;5490991123;Санкт-Петербург;Челябинск;2023-06-13 06:00:00;2023-06-15 21:00:00;729;6-72;7438;5469358253203564
Желянова Алина Федоровна;9453476350;Нижний Новгород;Челябинск;2023-09-06 18:00:00;2023-09-08 22:00:00;523;4-27;3800;2195397974498186
Хапларов Геннадий Данилович;5814603437;Пермь;Санкт-Петербург;2023-12-27 08:00:00;2024-01-02 07:00:00;401;9-16;3980;4279669287961589
Мансикова Клавдия Егоровна;2779528826;Пермь;Санкт-Петербург;2023-12-27 08:00:00;2024-01-02 07:00:00;401;1-26;3160;4377733485326341
Кебабчиев Степан Павлович;9895672236;Санкт-Петербург;Челябинск;2023-06-13 06:00:00;2023-06-15 21:00:00;729;5-10;4144;5469354680097848
Лацынова Ксения Романовна;5017817033;Краснодар;Москва;2024-04-09 20:00:00;2024-04-13 02:00:00;310;6-25;3630;4105845598066953
Верезубова Юлия Алексеевна;9496058403;Пермь;Санкт-Петербург;2023-12-27 08:00:00;2024-01-02 07:00:00;401;4-26;2946;2216241962211822
Волчков Антон Игоревич;2735290790;Москва;Пермь;2023-10-26 08:00:00;2023-10-29 10:00:00;197;8-45;4640;4377738338350991
Зиангирова Кристина Эдуардовна;5718603882;Казань;Екатеринбург;2024-03-01 17:00:00;2024-03-04 14:00:00;289;4-42;5565;5154299851035956
Мещерюков Алексей Алексеевич;6115082027;Санкт-Петербург;Челябинск;2023-06-13 06:00:00;2023-06-15 21:00:00;729;1-47;11125;4279661407312825
Букоемский Владимир Данилович;9532091850;Ростов-на-Дону;Казань;2023-11-19 21:00:00;2023-11-24 22:00:00;569;9-57;5430;2216240468699136
Драникова Елизавета Игоревна;1394897384;Челябинск;Санкт-Петербург;2024-01-19 22:00:00;2024-01-21 16:00:00;328;6-80;3723;2279014065692031
Имендаев Георгий Георгиевич;1812748801;Нижний Новгород;Челябинск;2023-09-06 18:00:00;2023-09-08 22:00:00;523;2-57;6115;2216247257932492
Игнашенков Яков Олегович;8635390314;Санкт-Петербург;Челябинск;2023-06-13 06:00:00;2023-06-15 21:00:00;729;9-63;13998;5154296899951365
Бухтакова Валентина Егоровна;3916676359;Екатеринбург;Воронеж;2024-01-14 13:00:00;2024-01-16 03:00:00;385;8-63;4771;5213243701430328
Трубичкин Тарас Георгиевич;7969337663;Москва;Пермь;2023-10-26 08:00:00;2023-10-29 10:00:00;197;10-73;5897;2279016456763540
Сляктина Ксения Яковлевна;4619347803;Казань;Екатеринбург;2024-03-01 17:00:00;2024-03-04 14:00:00;289;5-90;3250;4279662331545630
Лужбин Тарас Тимофеевич;1744029514;Волгоград;Нижний Новгород;2023-05-11 18:00:00;2023-05-12 20:00:00;104;5-93;2505;5154291956691522
Боляндинов Юрий Михаилович;6376070727;Казань;Екатеринбург;2024-03-01 17:00:00;2024-03-04 14:00:00;289;1-68;4220;4279661413534882
Филюшкин Иван Юрьевич;8609194425;Краснодар;Омск;2023-09-28 03:00:00;2023-09-29 06:00:00;246;10-85;3537;2279011649242431
Гамагин Дмитрий Денисович;2238141463;Краснодар;Омск;2023-09-28 03:00:00;2023-09-29 06:00:00;246;2-98;3743;4377735475166144
Рапова Клавдия Егоровна;9279689214;Волгоград;Нижний Новгород;2023-05-11 18:00:00;2023-05-12 20:00:00;104;8-99;3453;2195395759781319
Човникова Дарья Олеговна;6152423482;Волгоград;Новосибирск;2023-09-02 03:00:00;2023-09-06 14:00:00;456;3-56;5498;2216244269360490
Дракова Лариса Алексеевна;6873446414;Пермь;Санкт-Петербург;2023-12-27 08:00:00;2024-01-02 07:00:00;401;9-78;2157;2195397444005739
Гундарцев Владимир Валериевич;2037020448;Волгоград;Новосибирск;2023-09-02 03:00:00;2023-09-06 14:00:00;456;1-73;6340;4105846709816606
Гуряшина Алена Егоровна;1655258111;Краснодар;Москва;2024-04-09 20:00:00;2024-04-13 02:00:00;310;6-26;2371;4279667062385863
Бурканов Семён Павлович;4620821038;Нижний Новгород;Санкт-Петербург;2024-01-10 16:00:00;2024-01-17 10:00:00;399;8-45;4550;2195393254492226
Дернышева Кристина Борисовна;5743140281;Нижний Новгород;Челябинск;2023-09-06 18:00:00;2023-09-08 22:00:00;523;2-71;4850;4377732340382945
Перулев Эдуард Георгиевич;3264554195;Пермь;Санкт-Петербург;2023-12-27 08:00:00;2024-01-02 07:00:00;401;2-89;3958;5213242267608141
Бобров Михаил Павлович;6038651728;Ростов-на-Дону;Омск;2024-04-01 13:00:00;2024-04-02 16:00:00;228;6-42;3654;4105845536258668
Курбаткин Никита Алексиевич;4026723389;Волгоград;Новосибирск;2023-09-02 03:00:00;2023-09-06 14:00:00;456;6-86;4428;2279017837587463
Нечупаева Светлана Богдановна;3057473843;Нижний Новгород;Санкт-Петербург;2024-01-10 16:00:00;2024-01-17 10:00:00;399;10-68;4243;5154298105340240
Толохонов Валентин Аркадиевич;3466064434;Челябинск;Санкт-Петербург;2024-01-19 22:00:00;2024-01-21 16:00:00;328;7-80;4866;2216246389046141
Камкина Полина Василевна;2855749639;Пермь;Санкт-Петербург;2023-12-27 08:00:00;2024-01-02 07:00:00;401;6-23;4929;5469352587755888
Постагонов Артём Антонович;8332329149;Казань;Екатеринбург;2024-03-01 17:00:00;2024-03-04 14:00:00;289;2-33;3372;5154298962687422
Хенков Пётр Романович;7329166314;Ростов-на-Дону;Омск;2024-04-01 13:00:00;2024-04-02 16:00:00;228;4-2;4427;2195393324794424
Салтинов Валентин Валериевич;5662225898;Воронеж;Краснодар;2023-12-31 12:00:00;2024-01-05 08:00:00;557;4-58;4621;2195390529532060
Мурахин Вячеслав Петрович;4357787525;Ростов-на-Дону;Омск;2024-04-01 13:00:00;2024-04-02 16:00:00;228;2-28;5932;4105847259449915
Андиреева Вероника Максимовна;2620815165;Казань;Екатеринбург;2024-03-01 17:00:00;2024-03-04 14:00:00;289;6-26;3508;5469355585025957
Лотарева Софья Дмитриевна;9893282902;Краснодар;Омск;2023-09-28 03:00:00;2023-09-29 06:00:00;246;10-95;4281;5154297072848924
Селяскин Евгений Денисович;2555575891;Ростов-на-Дону;Омск;2024-04-01 13:00:00;2024-04-02 16:00:00;228;1-18;4460;4377738986387582
Смольцев Альберт Валериевич;9544841971;Казань;Екатеринбург;2024-03-01 17:00:00;2024-03-04 14:00:00;289;8-53;3291;4279666607499314
Агамов Геннадий Евгеньевич;3766900148;Воронеж;Краснодар;2023-12-31 12:00:00;2024-01-05 08:00:00;557;5-43;3318;4377736942639682
Бузовский Степан Петрович;3523949394;Ростов-на-Дону;Казань;2023-11-19 21:00:00;2023-11-24 22:00:00;569;9-73;3510;2216248335615892
Эминева Раиса Эдуардовна;1081828047;Волгоград;Нижний Новгород;2023-05-11 18:00:00;2023-05-12 20:00:00;104;2-20;4760;4377738325395918
Граматина Клавдия Викторовна;4968321003;Нижний Новгород;Санкт-Петербург;2024-01-10 16:00:00;2024-01-17 10:00:00;399;8-63;4798;5213243981997309
Мышетопова Катерина Василевна;4082826138;Нижний Новгород;Санкт-Петербург;2024-01-10 16:00:00;2024-01-17 10:00:00;399;6-43;2968;4377737423391316
Скобцева Алла Сергеевна;5282301707;Нижний Новгород;Санкт-Петербург;2024-01-10 16:00:00;2024-01-17 10:00:00;399;4-74;4469;4105841648426472
Флоринская Ева Николаевна;7175807625;Ростов-на-Дону;Казань;2023-11-19 21:00:00;2023-11-24 22:00:00;569;7-32;3523;4279660741263329
Спитенков Аркадий Юрьевич;9438792530;Волгоград;Новосибирск;2023-09-02 03:00:00;2023-09-06 14:00:00;456;9-81;5519;4279662140819215
Бершицкий Константин Михаилович;7629406151;Нижний Новгород;Санкт-Петербург;2024-01-10 16:00:00;2024-01-17 10:00:00;399;6-74;4548;4377735456026486
Конилова Раиса Николаевна;5626992193;Москва;Пермь;2023-10-26 08:00:00;2023-10-29 10:00:00;197;1-92;4290;5213248586013436
Чундраков Федор Иванович;4929606291;Волгоград;Новосибирск;2023-09-02 03:00:00;2023-09-06 14:00:00;456;2-92;5965;5213245619765610
Нораева Жанна Евгеньевна;7214221726;Краснодар;Омск;2023-09-28 03:00:00;2023-09-29 06:00:00;246;9-27;4081;4279669801857223
Костюров Герасим Алексеевич;1191254495;Краснодар;Омск;2023-09-28 03:00:00;2023-09-29 06:00:00;246;4-62;6239;4377737380498581
Верушкин Станислав Андреевич;6742518681;Волгоград;Новосибирск;2023-09-02 03:00:00;2023-09-06 14:00:00;456;2-49;5822;4377737823823691
Чунщев Юрий Иванович;7274700624;Волгоград;Нижний Новгород;2023-05-11 18:00:00;2023-05-12 20:00:00;104;8-92;3945;2279012187892004
Егнарова Маргарита Петровна;2724929818;Пермь;Санкт-Петербург;2023-12-27 08:00:00;2024-01-02 07:00:00;401;10-36;4290;5154299204014909
Домнышева Алла Максимовна;7360357509;Екатеринбург;Воронеж;2024-01-14 13:00:00;2024-01-16 03:00:00;385;9-52;3049;4377732572791384
Ждановских Светлана Игоревна;1995109161;Волгоград;Нижний Новгород;2023-05-11 18:00:00;2023-05-12 20:00:00;104;5-92;2863;4377738600403111
Соренкова Елена Кирилловна;2581057647;Краснодар;Омск;2023-09-28 03:00:00;2023-09-29 06:00:00;246;2-37;5513;2279010270120830
Шипарев Андрей Евгеньевич;7263245622;Екатеринбург;Воронеж;2024-01-14 13:00:00;2024-01-16 03:00:00;385;1-89;2256;2216243171950768
Шахунов Олег Олегович;5238990981;Краснодар;Москва;2024-04-09 20:00:00;2024-04-13 02:00:00;310;9-8;3146;4105843168865194
Кадаков Максим Аркадиевич;4688029950;Москва;Пермь;2023-10-26 08:00:00;2023-10-29 10:00:00;197;4-38;3531;4377736508535226
Афонюшин Геннадий Антонович;2144172962;Воронеж;Краснодар;2023-12-31 12:00:00;2024-01-05 08:00:00;557;7-72;4166;2195392602974411
Силищев Аркадий Андреевич;1321919796;Краснодар;Москва;2024-04-09 20:00:00;2024-04-13 02:00:00;310;1-90;2793;5213244316565029
Долганев Эдуард Олегович;2113364362;Москва;Пермь;2023-10-26 08:00:00;2023-10-29 10:00:00;197;10-78;3516;5154292030325807
Битреев Николай Тимофеевич;7357837296;Челябинск;Санкт-Петербург;2024-01-19 22:00:00;2024-01-21 16:00:00;328;10-93;4706;4105844489697995
Веденяпин Олег Игоревич;7826486018;Пермь;Санкт-Петербург;2023-12-27 08:00:00;2024-01-02 07:00:00;401;6-86;2138;5213249356199223
Кыргинова Алина Евгеньевна;3455377216;Краснодар;Омск;2023-09-28 03:00:00;2023-09-29 06:00:00;246;10-35;5917;4279661833088902
Неклютин Яков Алексиевич;3010976134;Воронеж;Краснодар;2023-12-31 12:00:00;2024-01-05 08:00:00;557;5-41;5537;4377731991221088
Крапивин Роман Аркадиевич;8755953197;Челябинск;Санкт-Петербург;2024-01-19 22:00:00;2024-01-21 16:00:00;328;1-12;3008;2195393718283152
Яманов Герасим Павлович;3286438080;Пермь;Санкт-Петербург;2023-12-27 08:00:00;2024-01-02 07:00:00;401;5-36;4745;2279011007100699
Дубровских Алёна Михайловна;8780815937;Воронеж;Краснодар;2023-12-31 12:00:00;2024-01-05 08:00:00;557;7-92;6483;5213243618508628
Скавинская Полина Петровна;5246067501;Санкт-Петербург;Челябинск;2023-06-13 06:00:00;2023-06-15 21:00:00;729;2-86;6905;4377735546730602
Хватинин Павел Юрьевич;4197343363;Пермь;Санкт-Петербург;2023-12-27 08:00:00;2024-01-02 07:00:00;401;4-76;2897;2216246486525452
Мартынцева Карина Кирилловна;4582026039;Екатеринбург;Воронеж;2024-01-14 13:00:00;2024-01-16 03:00:00;385;6-46;4815;2216241219836754
Голащакова Юлия Эдуардовна;3614162452;Волгоград;Нижний Новгород;2023-05-11 18:00:00;2023-05-12 20:00:00;104;8-23;3284;2279018654426809
Монашенков Владислав Петрович;4545888215;Челябинск;Санкт-Петербург;2024-01-19 22:00:00;2024-01-21 16:00:00;328;5-3;3519;2216248177065184
Калиничаев Михаил Борисович;5938572586;Волгоград;Нижний Новгород;2023-05-11 18:00:00;2023-05-12 20:00:00;104;2-6;3067;4377737532421494
Мохарин Михаил Юриевич;1143345378;Краснодар;Москва;2024-04-09 20:00:00;2024-04-13 02:00:00;310;9-36;4669;5154296364799070
Гундаева Александра Игоревна;1619827877;Ростов-на-Дону;Омск;2024-04-01 13:00:00;2024-04-02 16:00:00;228;8-26;5086;5154295136204147
Чемарева Жанна Валерьевна;4398009023;Нижний Новгород;Челябинск;2023-09-06 18:00:00;2023-09-08 22:00:00;523;7-42;3077;2279017361027288
Немина Екатерина Богдановна;4089227830;Москва;Пермь;2023-10-26 08:00:00;2023-10-29 10:00:00;197;9-65;4439;5213247863088462
Чебуняев Николай Данилович;4547706391;Санкт-Петербург;Челябинск;2023-06-13 06:00:00;2023-06-15 21:00:00;729;5-70;9176;4377735328457063
Паномарев Валерий Олегович;6044278592;Челябинск;Санкт-Петербург;2024-01-19 22:00:00;2024-01-21 16:00:00;328;6-19;3582;2195390517668652
Сморкачева Вероника Игоревна;1171160157;Воронеж;Краснодар;2023-12-31 12:00:00;2024-01-05 08:00:00;557;6-50;5762;2279019256334308
Темерина Валентина Ивановна;9306786321;Ростов-на-Дону;Омск;2024-04-01 13:00:00;2024-04-02 16:00:00;228;7-35;5894;4377730188372427
Ансютин Кирилл Сергеевич;9483165134;Екатеринбург;Воронеж;2024-01-14 13:00:00;2024-01-16 03:00:00;385;4-65;2891;4279667113657612
Шиткова Елизавета Евгеньевна;2918310881;Санкт-Петербург;Челябинск;2023-06-13 06:00:00;2023-06-15 21:00:00;729;3-75;6102;2216243199536916
Яблонская Ева Николаевна;2208157933;Краснодар;Омск;2023-09-28 03:00:00;2023-09-29 06:00:00;246;9-60;3242;4105843329823074
Желонкин Юрий Денисович;2277077722;Нижний Новгород;Челябинск;2023-09-06 18:00:00;2023-09-08 22:00:00;523;6-32;5657;2216247241220993
Фаин Илья Максимович;1479934923;Москва;Пермь;2023-10-26 08:00:00;2023-10-29 10:00:00;197;3-59;4055;2279013961190911
Ведехин Пётр Денисович;9101463293;Нижний Новгород;Санкт-Петербург;2024-01-10 16:00:00;2024-01-17 10:00:00;399;4-6;3292;2216244906192517
Щукарева Алла Сергеевна;6728103744;Казань;Екатеринбург;2024-03-01 17:00:00;2024-03-04 14:00:00;289;2-34;3600;5213244337502236
Плечев Никита Иванович;1915140698;Нижний Новгород;Санкт-Петербург;2024-01-10 16:00:00;2024-01-17 10:00:00;399;6-60;4578;2279016422027060
Гладилкина Зинаида Яковлевна;4367632145;Казань;Екатеринбург;2024-03-01 17:00:00;2024-03-04 14:00:00;289;5-74;4460;2279018918267475
Саплова Полина Эдуардовна;4310230052;Нижний Новгород;Санкт-Петербург;2024-01-10 16:00:00;2024-01-17 10:00:00;399;8-69;4535;5469357106935162
Любоева Лиза Василевна;8877373378;Казань;Екатеринбург;2024-03-01 17:00:00;2024-03-04 14:00:00;289;2-69;3229;5213243686539721
